Starting Qwen3-VL llama-server
Server:             /home/andrewchen/vlm-edge-project/llama.cpp/build/bin/llama-server
Model:              models/qwen3-vl-4b-custom-quants/Qwen3VL-4B-Instruct-Q4_K_M-self.gguf
mmproj:             /home/andrewchen/vlm-edge-project/models/qwen3-vl-4b-instruct-gguf/mmproj-Qwen3VL-4B-Instruct-Q8_0.gguf
Alias:              qwen3vl4b-q4
Address:            http://127.0.0.1:8080
Context:            512
GPU layers:         all
Fit:                off
Fit target:         768 MiB
Parallel slots:     1
Batch size:         128
Microbatch size:    64
MTMD batch tokens:  128
KV cache:           K=q8_0 V=q8_0
Load mode:          mmap

0.00.037.590 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.099.449 I srv    load_model: loading model 'models/qwen3-vl-4b-custom-quants/Qwen3VL-4B-Instruct-Q4_K_M-self.gguf'
0.00.541.838 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.07.042.867 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.07.042.882 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.07.042.884 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.08.186.760 I srv    load_model: loaded multimodal model, '/home/andrewchen/vlm-edge-project/models/qwen3-vl-4b-instruct-gguf/mmproj-Qwen3VL-4B-Instruct-Q8_0.gguf'
0.08.302.440 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 512, kv_unified = 'false'
0.08.350.970 I srv  llama_server: model loaded
0.08.350.994 I srv  llama_server: listening on http://127.0.0.1:8080
0.24.904.100 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.35.481.720 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8030894239
0.35.481.882 I slot launch_slot_: id  0 | task 32 | processing task, is_child = 0
0.37.102.344 I slot print_timing: id  0 | task 32 | prompt eval time =    1521.83 ms /   375 tokens (    4.06 ms per token,   246.41 tokens per second)
0.37.102.365 I slot print_timing: id  0 | task 32 |        eval time =      98.56 ms /     2 tokens (   49.28 ms per token,    20.29 tokens per second)
0.37.102.368 I slot print_timing: id  0 | task 32 |       total time =    1620.39 ms /   377 tokens
0.37.102.372 I slot print_timing: id  0 | task 32 |    graphs reused =         10
0.37.102.496 I slot      release: id  0 | task 32 | stop processing: n_tokens = 376, truncated = 0
0.37.149.368 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8032558854
0.37.149.535 I slot launch_slot_: id  0 | task 37 | processing task, is_child = 0
0.38.767.245 I slot print_timing: id  0 | task 37 | prompt eval time =    1519.55 ms /   375 tokens (    4.05 ms per token,   246.78 tokens per second)
0.38.767.269 I slot print_timing: id  0 | task 37 |        eval time =      98.09 ms /     2 tokens (   49.05 ms per token,    20.39 tokens per second)
0.38.767.272 I slot print_timing: id  0 | task 37 |       total time =    1617.64 ms /   377 tokens
0.38.767.276 I slot print_timing: id  0 | task 37 |    graphs reused =         11
0.38.767.398 I slot      release: id  0 | task 37 | stop processing: n_tokens = 376, truncated = 0
0.38.809.910 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8034223767
0.38.810.081 I slot launch_slot_: id  0 | task 42 | processing task, is_child = 0
0.40.437.113 I slot print_timing: id  0 | task 42 | prompt eval time =    1527.08 ms /   375 tokens (    4.07 ms per token,   245.57 tokens per second)
0.40.437.134 I slot print_timing: id  0 | task 42 |        eval time =      99.87 ms /     2 tokens (   49.94 ms per token,    20.03 tokens per second)
0.40.437.138 I slot print_timing: id  0 | task 42 |       total time =    1626.95 ms /   377 tokens
0.40.437.141 I slot print_timing: id  0 | task 42 |    graphs reused =         12
0.40.437.261 I slot      release: id  0 | task 42 | stop processing: n_tokens = 376, truncated = 0
0.40.480.333 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8035893623
0.40.480.517 I slot launch_slot_: id  0 | task 47 | processing task, is_child = 0
0.42.103.214 I slot print_timing: id  0 | task 47 | prompt eval time =    1524.70 ms /   375 tokens (    4.07 ms per token,   245.95 tokens per second)
0.42.103.236 I slot print_timing: id  0 | task 47 |        eval time =      97.92 ms /     2 tokens (   48.96 ms per token,    20.43 tokens per second)
0.42.103.239 I slot print_timing: id  0 | task 47 |       total time =    1622.62 ms /   377 tokens
0.42.103.243 I slot print_timing: id  0 | task 47 |    graphs reused =         13
0.42.103.363 I slot      release: id  0 | task 47 | stop processing: n_tokens = 376, truncated = 0
0.42.148.919 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8037559721
0.42.149.088 I slot launch_slot_: id  0 | task 52 | processing task, is_child = 0
0.43.765.009 I slot print_timing: id  0 | task 52 | prompt eval time =    1518.69 ms /   375 tokens (    4.05 ms per token,   246.92 tokens per second)
0.43.765.032 I slot print_timing: id  0 | task 52 |        eval time =      97.15 ms /     2 tokens (   48.57 ms per token,    20.59 tokens per second)
0.43.765.035 I slot print_timing: id  0 | task 52 |       total time =    1615.84 ms /   377 tokens
0.43.765.039 I slot print_timing: id  0 | task 52 |    graphs reused =         14
0.43.765.198 I slot      release: id  0 | task 52 | stop processing: n_tokens = 376, truncated = 0
0.43.802.431 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8039221571
0.43.802.609 I slot launch_slot_: id  0 | task 57 | processing task, is_child = 0
0.45.424.100 I slot print_timing: id  0 | task 57 | prompt eval time =    1522.44 ms /   375 tokens (    4.06 ms per token,   246.31 tokens per second)
0.45.424.122 I slot print_timing: id  0 | task 57 |        eval time =      98.96 ms /     2 tokens (   49.48 ms per token,    20.21 tokens per second)
0.45.424.125 I slot print_timing: id  0 | task 57 |       total time =    1621.40 ms /   377 tokens
0.45.424.129 I slot print_timing: id  0 | task 57 |    graphs reused =         15
0.45.424.252 I slot      release: id  0 | task 57 | stop processing: n_tokens = 376, truncated = 0
0.45.472.090 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8040880609
0.45.472.264 I slot launch_slot_: id  0 | task 62 | processing task, is_child = 0
0.47.090.464 I slot print_timing: id  0 | task 62 | prompt eval time =    1520.29 ms /   375 tokens (    4.05 ms per token,   246.66 tokens per second)
0.47.090.485 I slot print_timing: id  0 | task 62 |        eval time =      97.84 ms /     2 tokens (   48.92 ms per token,    20.44 tokens per second)
0.47.090.489 I slot print_timing: id  0 | task 62 |       total time =    1618.13 ms /   377 tokens
0.47.090.492 I slot print_timing: id  0 | task 62 |    graphs reused =         16
0.47.090.614 I slot      release: id  0 | task 62 | stop processing: n_tokens = 376, truncated = 0
0.47.136.641 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8042546976
0.47.136.808 I slot launch_slot_: id  0 | task 67 | processing task, is_child = 0
0.48.758.337 I slot print_timing: id  0 | task 67 | prompt eval time =    1523.74 ms /   375 tokens (    4.06 ms per token,   246.10 tokens per second)
0.48.758.363 I slot print_timing: id  0 | task 67 |        eval time =      97.71 ms /     2 tokens (   48.86 ms per token,    20.47 tokens per second)
0.48.758.366 I slot print_timing: id  0 | task 67 |       total time =    1621.45 ms /   377 tokens
0.48.758.370 I slot print_timing: id  0 | task 67 |    graphs reused =         17
0.48.758.496 I slot      release: id  0 | task 67 | stop processing: n_tokens = 376, truncated = 0
0.48.802.477 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8044214859
0.48.802.650 I slot launch_slot_: id  0 | task 72 | processing task, is_child = 0
0.50.504.963 I slot print_timing: id  0 | task 72 | prompt eval time =    1497.71 ms /   364 tokens (    4.11 ms per token,   243.04 tokens per second)
0.50.504.987 I slot print_timing: id  0 | task 72 |        eval time =     204.52 ms /     3 tokens (   68.17 ms per token,    14.67 tokens per second)
0.50.504.990 I slot print_timing: id  0 | task 72 |       total time =    1702.22 ms /   367 tokens
0.50.504.994 I slot print_timing: id  0 | task 72 |    graphs reused =         19
0.50.505.126 I slot      release: id  0 | task 72 | stop processing: n_tokens = 366, truncated = 0
0.50.550.430 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8045961484
0.50.550.603 I slot launch_slot_: id  0 | task 78 | processing task, is_child = 0
0.52.189.266 I slot print_timing: id  0 | task 78 | prompt eval time =    1539.73 ms /   375 tokens (    4.11 ms per token,   243.55 tokens per second)
0.52.189.293 I slot print_timing: id  0 | task 78 |        eval time =      98.86 ms /     2 tokens (   49.43 ms per token,    20.23 tokens per second)
0.52.189.296 I slot print_timing: id  0 | task 78 |       total time =    1638.59 ms /   377 tokens
0.52.189.300 I slot print_timing: id  0 | task 78 |    graphs reused =         20
0.52.189.419 I slot      release: id  0 | task 78 | stop processing: n_tokens = 376, truncated = 0
0.52.234.190 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8047645777
0.52.234.359 I slot launch_slot_: id  0 | task 83 | processing task, is_child = 0
0.53.865.151 I slot print_timing: id  0 | task 83 | prompt eval time =    1532.00 ms /   375 tokens (    4.09 ms per token,   244.78 tokens per second)
0.53.865.178 I slot print_timing: id  0 | task 83 |        eval time =      98.71 ms /     2 tokens (   49.35 ms per token,    20.26 tokens per second)
0.53.865.181 I slot print_timing: id  0 | task 83 |       total time =    1630.71 ms /   377 tokens
0.53.865.185 I slot print_timing: id  0 | task 83 |    graphs reused =         21
0.53.865.309 I slot      release: id  0 | task 83 | stop processing: n_tokens = 376, truncated = 0
0.53.909.001 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8049321681
0.53.909.172 I slot launch_slot_: id  0 | task 88 | processing task, is_child = 0
0.55.536.164 I slot print_timing: id  0 | task 88 | prompt eval time =    1527.30 ms /   375 tokens (    4.07 ms per token,   245.53 tokens per second)
0.55.536.188 I slot print_timing: id  0 | task 88 |        eval time =      99.61 ms /     2 tokens (   49.81 ms per token,    20.08 tokens per second)
0.55.536.191 I slot print_timing: id  0 | task 88 |       total time =    1626.91 ms /   377 tokens
0.55.536.195 I slot print_timing: id  0 | task 88 |    graphs reused =         22
0.55.536.324 I slot      release: id  0 | task 88 | stop processing: n_tokens = 376, truncated = 0
0.55.579.287 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8050992687
0.55.579.492 I slot launch_slot_: id  0 | task 93 | processing task, is_child = 0
0.57.133.823 I slot print_timing: id  0 | task 93 | prompt eval time =    1456.15 ms /   353 tokens (    4.13 ms per token,   242.42 tokens per second)
0.57.133.847 I slot print_timing: id  0 | task 93 |        eval time =      98.09 ms /     2 tokens (   49.05 ms per token,    20.39 tokens per second)
0.57.133.851 I slot print_timing: id  0 | task 93 |       total time =    1554.25 ms /   355 tokens
0.57.133.855 I slot print_timing: id  0 | task 93 |    graphs reused =         23
0.57.133.980 I slot      release: id  0 | task 93 | stop processing: n_tokens = 354, truncated = 0
0.57.178.265 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8052590354
0.57.178.432 I slot launch_slot_: id  0 | task 98 | processing task, is_child = 0
0.58.808.555 I slot print_timing: id  0 | task 98 | prompt eval time =    1532.48 ms /   375 tokens (    4.09 ms per token,   244.70 tokens per second)
0.58.808.578 I slot print_timing: id  0 | task 98 |        eval time =      97.56 ms /     2 tokens (   48.78 ms per token,    20.50 tokens per second)
0.58.808.581 I slot print_timing: id  0 | task 98 |       total time =    1630.05 ms /   377 tokens
0.58.808.584 I slot print_timing: id  0 | task 98 |    graphs reused =         24
0.58.808.703 I slot      release: id  0 | task 98 | stop processing: n_tokens = 376, truncated = 0
0.58.854.192 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8054265067
0.58.854.360 I slot launch_slot_: id  0 | task 103 | processing task, is_child = 0
1.00.484.403 I slot print_timing: id  0 | task 103 | prompt eval time =    1530.44 ms /   375 tokens (    4.08 ms per token,   245.03 tokens per second)
1.00.484.427 I slot print_timing: id  0 | task 103 |        eval time =      99.53 ms /     2 tokens (   49.76 ms per token,    20.10 tokens per second)
1.00.484.431 I slot print_timing: id  0 | task 103 |       total time =    1629.97 ms /   377 tokens
1.00.484.434 I slot print_timing: id  0 | task 103 |    graphs reused =         25
1.00.484.560 I slot      release: id  0 | task 103 | stop processing: n_tokens = 376, truncated = 0
1.00.530.618 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8055940922
1.00.530.824 I slot launch_slot_: id  0 | task 108 | processing task, is_child = 0
1.02.157.295 I slot print_timing: id  0 | task 108 | prompt eval time =    1528.71 ms /   375 tokens (    4.08 ms per token,   245.30 tokens per second)
1.02.157.323 I slot print_timing: id  0 | task 108 |        eval time =      97.69 ms /     2 tokens (   48.84 ms per token,    20.47 tokens per second)
1.02.157.325 I slot print_timing: id  0 | task 108 |       total time =    1626.40 ms /   377 tokens
1.02.157.329 I slot print_timing: id  0 | task 108 |    graphs reused =         26
1.02.157.453 I slot      release: id  0 | task 108 | stop processing: n_tokens = 376, truncated = 0
1.02.194.274 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8057613816
1.02.194.469 I slot launch_slot_: id  0 | task 113 | processing task, is_child = 0
1.03.843.812 I slot print_timing: id  0 | task 113 | prompt eval time =    1354.77 ms /   320 tokens (    4.23 ms per token,   236.20 tokens per second)
1.03.843.834 I slot print_timing: id  0 | task 113 |        eval time =     294.50 ms /     4 tokens (   73.63 ms per token,    13.58 tokens per second)
1.03.843.838 I slot print_timing: id  0 | task 113 |       total time =    1649.27 ms /   324 tokens
1.03.843.841 I slot print_timing: id  0 | task 113 |    graphs reused =         29
1.03.843.959 I slot      release: id  0 | task 113 | stop processing: n_tokens = 323, truncated = 0
1.03.891.713 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8059300316
1.03.891.881 I slot launch_slot_: id  0 | task 120 | processing task, is_child = 0
1.05.626.887 I slot print_timing: id  0 | task 120 | prompt eval time =    1529.37 ms /   375 tokens (    4.08 ms per token,   245.20 tokens per second)
1.05.626.909 I slot print_timing: id  0 | task 120 |        eval time =     205.57 ms /     3 tokens (   68.52 ms per token,    14.59 tokens per second)
1.05.626.912 I slot print_timing: id  0 | task 120 |       total time =    1734.93 ms /   378 tokens
1.05.626.915 I slot print_timing: id  0 | task 120 |    graphs reused =         31
1.05.627.044 I slot      release: id  0 | task 120 | stop processing: n_tokens = 377, truncated = 0
1.05.671.284 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8061083402
1.05.671.455 I slot launch_slot_: id  0 | task 126 | processing task, is_child = 0
1.07.317.319 I slot print_timing: id  0 | task 126 | prompt eval time =    1547.23 ms /   375 tokens (    4.13 ms per token,   242.37 tokens per second)
1.07.317.341 I slot print_timing: id  0 | task 126 |        eval time =      98.57 ms /     2 tokens (   49.29 ms per token,    20.29 tokens per second)
1.07.317.345 I slot print_timing: id  0 | task 126 |       total time =    1645.80 ms /   377 tokens
1.07.317.349 I slot print_timing: id  0 | task 126 |    graphs reused =         32
1.07.317.473 I slot      release: id  0 | task 126 | stop processing: n_tokens = 376, truncated = 0
1.07.363.284 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8062773830
1.07.363.464 I slot launch_slot_: id  0 | task 131 | processing task, is_child = 0
1.08.986.722 I slot print_timing: id  0 | task 131 | prompt eval time =    1524.46 ms /   375 tokens (    4.07 ms per token,   245.99 tokens per second)
1.08.986.747 I slot print_timing: id  0 | task 131 |        eval time =      98.74 ms /     2 tokens (   49.37 ms per token,    20.26 tokens per second)
1.08.986.751 I slot print_timing: id  0 | task 131 |       total time =    1623.19 ms /   377 tokens
1.08.986.755 I slot print_timing: id  0 | task 131 |    graphs reused =         33
1.08.986.879 I slot      release: id  0 | task 131 | stop processing: n_tokens = 376, truncated = 0
1.09.051.511 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8064443237
1.09.051.729 I slot launch_slot_: id  0 | task 136 | processing task, is_child = 0
1.10.672.300 I slot print_timing: id  0 | task 136 | prompt eval time =    1520.97 ms /   375 tokens (    4.06 ms per token,   246.55 tokens per second)
1.10.672.321 I slot print_timing: id  0 | task 136 |        eval time =      99.53 ms /     2 tokens (   49.76 ms per token,    20.10 tokens per second)
1.10.672.324 I slot print_timing: id  0 | task 136 |       total time =    1620.50 ms /   377 tokens
1.10.672.327 I slot print_timing: id  0 | task 136 |    graphs reused =         34
1.10.672.453 I slot      release: id  0 | task 136 | stop processing: n_tokens = 376, truncated = 0
1.10.715.939 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8066128811
1.10.716.159 I slot launch_slot_: id  0 | task 141 | processing task, is_child = 0
1.12.538.816 I slot print_timing: id  0 | task 141 | prompt eval time =    1528.33 ms /   375 tokens (    4.08 ms per token,   245.37 tokens per second)
1.12.538.843 I slot print_timing: id  0 | task 141 |        eval time =     294.25 ms /     4 tokens (   73.56 ms per token,    13.59 tokens per second)
1.12.538.847 I slot print_timing: id  0 | task 141 |       total time =    1822.59 ms /   379 tokens
1.12.538.852 I slot print_timing: id  0 | task 141 |    graphs reused =         37
1.12.538.979 I slot      release: id  0 | task 141 | stop processing: n_tokens = 378, truncated = 0
1.12.587.680 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8067995337
1.12.587.879 I slot launch_slot_: id  0 | task 148 | processing task, is_child = 0
1.14.215.227 I slot print_timing: id  0 | task 148 | prompt eval time =    1529.12 ms /   375 tokens (    4.08 ms per token,   245.24 tokens per second)
1.14.215.248 I slot print_timing: id  0 | task 148 |        eval time =      98.14 ms /     2 tokens (   49.07 ms per token,    20.38 tokens per second)
1.14.215.252 I slot print_timing: id  0 | task 148 |       total time =    1627.26 ms /   377 tokens
1.14.215.255 I slot print_timing: id  0 | task 148 |    graphs reused =         38
1.14.215.373 I slot      release: id  0 | task 148 | stop processing: n_tokens = 376, truncated = 0
1.14.260.324 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8069671735
1.14.260.482 I slot launch_slot_: id  0 | task 153 | processing task, is_child = 0
1.15.881.710 I slot print_timing: id  0 | task 153 | prompt eval time =    1522.59 ms /   375 tokens (    4.06 ms per token,   246.29 tokens per second)
1.15.881.734 I slot print_timing: id  0 | task 153 |        eval time =      98.57 ms /     2 tokens (   49.29 ms per token,    20.29 tokens per second)
1.15.881.737 I slot print_timing: id  0 | task 153 |       total time =    1621.16 ms /   377 tokens
1.15.881.740 I slot print_timing: id  0 | task 153 |    graphs reused =         39
1.15.881.867 I slot      release: id  0 | task 153 | stop processing: n_tokens = 376, truncated = 0
1.15.926.759 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8071338225
1.15.926.968 I slot launch_slot_: id  0 | task 158 | processing task, is_child = 0
1.17.555.249 I slot print_timing: id  0 | task 158 | prompt eval time =    1529.89 ms /   375 tokens (    4.08 ms per token,   245.12 tokens per second)
1.17.555.273 I slot print_timing: id  0 | task 158 |        eval time =      98.31 ms /     2 tokens (   49.16 ms per token,    20.34 tokens per second)
1.17.555.276 I slot print_timing: id  0 | task 158 |       total time =    1628.20 ms /   377 tokens
1.17.555.280 I slot print_timing: id  0 | task 158 |    graphs reused =         40
1.17.555.404 I slot      release: id  0 | task 158 | stop processing: n_tokens = 376, truncated = 0
1.17.598.908 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8073011761
1.17.599.073 I slot launch_slot_: id  0 | task 163 | processing task, is_child = 0
1.19.228.878 I slot print_timing: id  0 | task 163 | prompt eval time =    1531.12 ms /   375 tokens (    4.08 ms per token,   244.92 tokens per second)
1.19.228.904 I slot print_timing: id  0 | task 163 |        eval time =      98.62 ms /     2 tokens (   49.31 ms per token,    20.28 tokens per second)
1.19.228.907 I slot print_timing: id  0 | task 163 |       total time =    1629.73 ms /   377 tokens
1.19.228.911 I slot print_timing: id  0 | task 163 |    graphs reused =         41
1.19.229.041 I slot      release: id  0 | task 163 | stop processing: n_tokens = 376, truncated = 0
1.19.276.120 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8074685399
1.19.276.283 I slot launch_slot_: id  0 | task 168 | processing task, is_child = 0
1.20.891.838 I slot print_timing: id  0 | task 168 | prompt eval time =    1517.72 ms /   375 tokens (    4.05 ms per token,   247.08 tokens per second)
1.20.891.857 I slot print_timing: id  0 | task 168 |        eval time =      97.77 ms /     2 tokens (   48.88 ms per token,    20.46 tokens per second)
1.20.891.860 I slot print_timing: id  0 | task 168 |       total time =    1615.49 ms /   377 tokens
1.20.891.863 I slot print_timing: id  0 | task 168 |    graphs reused =         42
1.20.891.986 I slot      release: id  0 | task 168 | stop processing: n_tokens = 376, truncated = 0
1.20.936.324 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8076348343
1.20.936.501 I slot launch_slot_: id  0 | task 173 | processing task, is_child = 0
1.22.557.643 I slot print_timing: id  0 | task 173 | prompt eval time =    1521.94 ms /   375 tokens (    4.06 ms per token,   246.40 tokens per second)
1.22.557.666 I slot print_timing: id  0 | task 173 |        eval time =      99.13 ms /     2 tokens (   49.57 ms per token,    20.18 tokens per second)
1.22.557.669 I slot print_timing: id  0 | task 173 |       total time =    1621.07 ms /   377 tokens
1.22.557.673 I slot print_timing: id  0 | task 173 |    graphs reused =         43
1.22.557.799 I slot      release: id  0 | task 173 | stop processing: n_tokens = 376, truncated = 0
1.22.602.452 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8078014157
1.22.602.626 I slot launch_slot_: id  0 | task 178 | processing task, is_child = 0
1.24.230.519 I slot print_timing: id  0 | task 178 | prompt eval time =    1527.74 ms /   375 tokens (    4.07 ms per token,   245.46 tokens per second)
1.24.230.540 I slot print_timing: id  0 | task 178 |        eval time =     100.08 ms /     2 tokens (   50.04 ms per token,    19.98 tokens per second)
1.24.230.544 I slot print_timing: id  0 | task 178 |       total time =    1627.82 ms /   377 tokens
1.24.230.548 I slot print_timing: id  0 | task 178 |    graphs reused =         44
